
 0.10   5.1   5.1   5.1   5.1   5.1   5.1   5.1   5.1   5.1   5.1
18.30  52.5  53.8  53.1  89.4 106.7  55.6  55.7  57.5 109.5
18.40  53.3  58.3  54.1  90.7  88.1  52.8  54.5  60.6 104.0
18.50  54.6  52.6  56.1  90.9  62.8  52.7  56.9  64.5  77.2
18.60  55.7  52.8  57.4  83.7  60.2  54.0  58.9  67.6  71.9
18.70  57.4  52.4  58.9  72.9  55.0  55.9  61.7  71.3  70.6
18.80  58.3  52.3  61.0  56.3  54.8  58.8  65.6  75.2  71.2
18.90  60.1  52.4  62.3  57.1  53.2  60.9  68.7  79.1  74.7
19.00  61.2  52.4  63.8  55.5  53.1  63.9  71.5  83.3  78.3
19.10  62.1  52.4  65.7  52.9  53.1  66.8  74.1  86.7  82.6
19.20  64.0  53.4  67.2  53.5  53.3  69.2  77.2  90.2  86.8
19.30  64.9  54.4  68.1  52.4  55.5  71.2  79.9  90.4  87.2
19.40  65.7  56.4  69.9  53.3  57.6  73.6  82.7 108.9  94.3
19.50  67.5  57.6  71.8  53.0  59.5  75.9  85.6  91.3 108.8
19.60  68.6  59.3  73.0  54.9  62.2  78.5  88.1  66.7 121.6
19.70  69.4  60.7  74.2  56.5  64.1  81.0  91.0  57.4  79.7
19.80  70.4  61.7  75.5  58.7  65.7  83.0  90.5  55.1  73.0
19.90  71.7  63.7  76.5  60.4  68.6  85.4  91.1  56.6  71.2
