
 0.1   0   0   0   0   0   0   0   0   0   0
 0.2   0   0   0   0   0   0   0   0   0   0
 0.3   0   0   0   0   0   0   0   0   0   0
 0.4   0   0   0   0   0   0   0   0   0   0
 6.2 110 105 142  88  50  59  60  61  56
 6.3 110 105 142  88  50  59  60  61  60
 6.4 110 105 142  88  50  59  60  61  61
 6.5 110 105 142  88  50  59  60  61  61
 6.6 110 105 142  88  50  59  61  61  61
 6.7 110 105 142  88  50  59  62  61  61
 6.8 111 105 142  88  50  59  62  61  61
 6.9 111 105 142  88  50  59  62  61  61
 7.0 111 105 142  88  50  59  62  61  61
 7.1 111 105 142  88  50  59  62  61  61
 7.2 111 105 142  88  50  59  62  61  61
 7.3 111 105 142  88  50  59  62  61  61
 7.4 111 105 142  88  50  59  62  63  61
 7.5 111 105 142  88  50  59  62  63  61
 7.6 111 105 142  88  50  59  62  63  65
 7.7 111 105 142  88  50  60  62  63  65
 7.8 111 105 142  88  50  60  62  63  65
 7.9 111 105 142  88  50  60  62  63  65
 8.0 111 105 142  89  50  60  62  63  65
 8.1 111 105 142  89  50  60  62  63  65
 8.2 111 105 142  89  50  60  62  63  65
 8.3 111 105 142  89  50  60  62  63  65
 8.4 111 105 142  89  50  60  62  63  65
 8.5 111 105 142  89  50  60  62  63  65
 8.6 111 105 142  89  50  60  62  63  65
 8.7 111 105 142  89  50  60  62  63  65
 8.8 111 105 144  89  50  60  62  63  65
 8.9 111 105 144  89  50  60  63  63  67
 9.0 111 106 144  89  51  60  63  63  71
 9.1 111 107 144  89  51  60  63  65  71
 9.2 111 107 144  89  51  60  63  65  71
 9.3 111 107 144  89  51  60  63  65  71
 9.4 111 107 144  89  51  60  63  65  71
 9.5 111 107 144  89  51  60  63  65  71
 9.6 111 107 144  89  51  60  63  65  71
 9.7 111 107 144  89  51  60  63  65  71
 9.8 111 107 144  89  51  60  63  65  71
 9.9 111 107 144  89  51  60  63  65  71
10.0 111 107 144  89  51  60  63  65  71
10.1 111 107 144  89  51  60  63  65  71
10.2 111 107 144  89  51  61  63  65  73
10.3 111 107 144  89  51  62  63  65  76
10.4 111 107 144  89  51  62  63  65  76
10.5 111 107 144  89  51  62  63  65  76
10.6 111 107 144  89  51  62  63  65  76
10.7 111 107 144  89  51  62  63  65  76
10.8 111 107 144  89  51  62  63  67  76
10.9 111 107 144  89  51  62  64  67  76
11.0 111 107 144  89  51  62  64  67  76
11.1 111 107 144  89  51  62  64  67  76
11.2 111 107 144  89  51  62  64  67  76
11.3 111 107 144  89  51  62  64  67  76
11.4 111 107 144  90  51  62  64  67  76
11.5 111 107 144  90  51  62  64  67  77
11.6 111 107 144  90  51  62  64  67  80
11.7 111 107 144  90  51  62  64  67  80
11.8 111 107 144  90  51  62  64  67  80
11.9 113 107 144  90  51  62  64  67  80
12.0 114 107 144  90  53  62  64  67  80
12.1 114 107 144  90  53  62  64  67  80
12.2 114 107 144  90  53  62  64  67  80
12.3 114 107 144  90  53  62  64  67  80
12.4 114 107 144  90  53  62  64  69  80
12.5 114 107 144  90  53  62  64  69  80
12.6 114 107 144  90  53  62  64  69  80
12.7 114 107 144  90  53  63  64  69  80
12.8 114 107 144  90  53  64  64  69  82
12.9 114 107 145  90  53  64  64  69  84
13.0 114 107 146  90  53  64  64  69  84
13.1 114 107 146  90  53  64  64  69  84
13.2 114 107 146  90  53  64  65  69  84
13.3 114 107 146  90  53  64  66  69  84
13.4 114 108 146  90  53  64  66  69  84
13.5 114 109 146  90  53  64  66  69  84
13.6 114 109 146  90  53  64  66  69  84
13.7 114 109 146  90  53  64  66  69  84
13.8 114 109 146  90  53  64  66  69  84
13.9 114 109 146  90  53  64  66  69  84
14.0 114 109 146  90  53  64  66  69  84
14.1 114 109 146  90  53  64  66  71  88
14.2 114 109 146  90  53  64  66  71  88
14.3 114 109 146  90  53  64  66  71  88
14.4 114 109 146  90  53  64  66  71  88
14.5 114 109 146  90  53  64  66  71  88
14.6 114 109 146  90  53  64  66  71  88
14.7 114 109 146  90  53  64  66  71  88
14.8 114 109 146  90  53  64  66  71  88
14.9 114 109 146  91  53  64  66  71  88
15.0 114 109 146  91  53  64  66  71  88
15.1 114 109 146  91  54  64  66  71  88
15.2 114 109 146  91  54  65  66  71  88
15.3 114 109 146  91  54  66  66  71  89
15.4 114 109 146  91  54  66  66  71  91
15.5 114 109 146  91  54  66  66  71  91
15.6 114 109 146  91  54  66  67  71  91
15.7 114 109 146  91  54  66  67  71  91
15.8 114 109 146  91  54  66  67  73  91
15.9 114 109 146  91  54  66  67  73  91
16.0 114 109 146  91  54  66  67  73  91
16.1 114 109 146  91  54  66  67  73  91
16.2 114 109 146  91  54  66  67  73  91
16.3 114 109 146  91  54  66  67  73  91
16.4 114 109 146  91  54  66  67  73  91
16.5 114 109 146  91  54  66  67  73  93
16.6 114 109 146  91  54  66  67  73  95
16.7 114 109 146  91  54  66  67  73  95
16.8 114 109 146  91  54  66  67  73  95
16.9 114 109 146  91  54  66  67  73  95
17.0 115 109 146  91  54  66  67  73  95
17.1 115 109 147  91  54  66  67  73  95
17.2 115 109 147  91  54  66  67  73  95
17.3 115 109 147  91  54  66  67  73  95
17.4 115 109 147  91  54  66  67  73  95
17.5 115 109 147  91  54  66  67  75  95
17.6 115 109 147  91  54  66  68  75  95
17.7 115 109 147  91  54  68  68  75  95
17.8 115 110 147  91  54  68  68  75  95
17.9 115 111 147  91  54  68  68  75  99
18.0 115 111 147  91  54  68  68  75 101
18.1 115 111 147  91  56  68  68  75 101
18.2 115 111 147  91  56  68  68  75 101
18.3 115 111 147  91  56  68  68  75 101
18.4 115 111 147  92  56  68  68  75 101
18.5 115 111 147  92  56  68  68  75 101
18.6 115 111 147  92  56  68  68  75 101
18.7 115 111 147  92  56  68  68  75 101
18.8 115 111 147  92  56  68  68  75 101
18.9 115 111 147  92  56  68  68  75 101
19.0 115 111 147  92  56  68  68  75 101
19.1 115 111 147  92  56  68  68  75 101
19.2 115 111 147  92  56  68  68  77 103
19.3 115 111 147  92  56  68  68  77 105
19.4 115 111 147  92  56  68  68  77 105
19.5 115 111 147  92  56  68  68  77 105
19.6 115 111 147  92  56  68  68  77 105
19.7 115 111 147  92  56  68  68  77 105
19.8 115 111 147  92  56  68  68  77 105
19.9 115 111 147  92  56  68  69  77 105
